zipcode,Number of Returns,Number of Exemptions,NUMDEP,ELDERLY,Salaries and wages amount
22560,3220,6020,1900,940,110018
22567,1380,2790,850,360,58078
22572,2590,5120,1660,750,86900
22576,710,1270,330,300,24834
22578,1170,2040,410,570,45379
22579,230,400,70,120,5643
22580,2270,4390,1370,520,88520
22601,13430,24600,7890,3190,546346
22602,13950,27830,8850,3250,729400
22603,7150,13650,3950,2340,290594
22610,950,1800,460,300,41831
22611,4350,8310,2420,1260,242879
22620,1090,2120,610,300,62575
22623,290,580,190,50,11528
22624,1300,2470,660,340,66256
22625,1760,3510,1020,480,89099
22627,420,760,190,170,16887
22630,15090,29050,8990,3720,659845
22637,1080,2060,550,280,46456
22639,320,600,160,120,20735
22640,150,290,80,50,8500
22641,130,250,60,40,5740
22642,2260,4340,1260,460,125169
22643,190,370,100,80,10257
22644,1070,2030,550,310,44280
22645,1910,3700,1110,490,92796
22646,180,310,60,80,10253
22650,450,870,270,140,16889
22652,640,1230,320,240,25008
22654,400,730,180,130,18732
22655,10130,20270,6620,2140,507407
22656,1970,4100,1320,430,113029
22657,5440,10390,3120,1310,226274
22660,850,1620,470,220,32462
22663,770,1550,510,230,30600
22664,4380,8310,2550,1320,152101
22701,15690,32490,11640,3630,684967
22709,460,910,280,120,17223
22712,4590,9400,3320,740,229338
22713,620,1290,390,200,30610
22714,470,980,310,110,24276
22715,560,1070,280,190,21721
22716,390,710,170,150,16105
22718,320,640,210,80,12485
22719,150,280,70,50,5474
22720,430,830,210,130,22582
22724,1150,2330,720,330,69330
22726,360,750,230,80,16513
22727,2510,4870,1420,740,103619
22728,1530,2960,840,380,82098
22731,100,210,70,30,3637
22732,140,300,90,40,6089
22733,620,1180,360,180,21952
22734,1510,3080,1080,270,71081
22735,940,1920,580,280,39433
22736,260,540,170,60,12029
22737,1520,3110,970,350,72837
22738,460,920,290,120,17645
22740,570,1060,240,240,23162
22741,110,210,70,30,4223
22742,860,1640,430,190,46083
22747,620,1050,200,290,24422
22749,150,280,80,70,4489
22801,14600,27350,8850,3370,603626
22802,12150,23770,8090,2690,403459
22810,490,880,170,240,16083
22811,230,450,120,70,6631
22812,3850,7500,2060,1300,144782
22815,4170,8200,2480,1080,160358
22821,2570,5290,1680,660,89502
22824,2920,5460,1550,860,106689
22827,4910,9520,2870,1230,179223
22830,760,1530,440,190,24634
22831,390,710,180,110,12599
22832,540,1050,300,170,22439
22834,620,1210,320,170,23108
22835,5320,9860,2670,1550,175914
22840,2210,4280,1210,630,101988
22841,1360,2730,780,400,57415
22842,2370,4510,1320,620,79857
22843,1060,2150,640,300,35550
22844,2020,3840,1040,660,72393
22846,960,2120,750,230,53209
22847,460,910,270,130,16195
22849,2250,4280,1260,550,76304
22850,430,880,260,100,16566
22851,2540,5030,1570,570,81762
22853,2160,4140,1200,500,73148
22901,17350,32820,10110,4980,945971
22902,11150,19530,5540,2350,561837
22903,15180,25540,6850,3080,914715
22904,110,70,0,0,1467
22911,8640,17260,5380,2560,543650
22920,1910,3630,940,690,88526
22922,840,1680,560,210,27599
22923,2720,5380,1610,660,134541
22931,190,350,90,70,6386
22932,4020,8680,2980,1160,279305
22935,450,940,310,130,16351
22936,2660,5210,1460,980,169637
22937,620,1170,410,150,20806
22938,660,1220,340,230,23885
22939,2770,5440,1610,800,130633
22940,610,1180,340,240,29876
22942,4100,7950,2330,1130,186716
22943,250,490,150,90,14863
22946,120,220,70,30,4483
22947,2430,4700,1230,1040,172265
22948,110,220,60,40,4279
22949,670,1260,350,260,23507
22952,970,1870,480,300,36136
22958,1040,1790,230,600,39883
22959,830,1510,380,290,38735
22960,4870,9340,2910,1300,181657
22963,7610,14830,4200,2430,344828
22964,140,310,110,50,4639
22967,970,1940,560,350,33245
22968,4770,9750,3150,1160,220189
22969,590,1170,360,180,21148
22971,770,1410,400,210,25248
22972,230,410,140,70,9412
22973,2830,5480,1590,820,106635
22974,2120,4150,1210,580,99749
22976,120,230,70,20,2977
22980,15810,29550,8740,4320,567611
23002,4980,9810,2960,1400,191494
23004,410,730,230,100,11182
23005,8080,15240,4530,2260,412569
23009,3330,6660,2080,740,153329
23011,510,920,200,160,25698
23015,2110,4170,1250,580,107148
23022,360,650,210,100,9790
23023,160,320,120,40,4927
23024,3890,7570,2080,1100,181237
23025,120,230,50,60,3739
23027,640,1220,380,170,22456
23030,2420,4260,1120,770,88521
23032,130,260,90,40,4429
23035,660,1240,310,250,22196
23038,840,1570,440,220,31481
23039,520,990,250,190,34654
23040,2040,3950,1260,510,62337
23043,830,1430,280,400,24568
23047,1120,2000,490,370,60033
23050,380,700,170,130,13866
23055,480,970,320,150,16490
23056,170,340,80,60,6544
23059,16120,35710,12860,3530,1476123
23060,18200,35980,11360,4170,1094409
23061,9540,18600,5260,2540,406843
23062,1400,2440,550,480,54537
23063,2310,4420,1300,610,105996
23065,760,1430,370,230,34098
23066,180,330,50,100,5010
23068,150,250,40,90,3851
23069,1540,2890,800,450,73340
23070,210,400,70,110,7119
23071,750,1380,310,330,25371
23072,5210,10100,2930,1340,215728
23075,4970,8940,3270,940,147588
23076,320,660,210,130,9957
23079,140,260,60,60,4006
23083,870,1800,620,200,33722
23084,830,1630,450,240,37255
23085,190,310,70,70,5685
23086,1460,2910,880,380,63444
23089,2460,4760,1280,760,114407
23091,140,230,60,50,3938
23092,260,470,110,100,9424
23093,6100,11880,3700,1520,243978
23102,1320,2600,700,440,81411
23103,2920,5650,1310,1240,318642
23106,560,1050,300,150,22944
23109,1020,1900,490,390,37755
23110,310,600,170,100,12476
23111,18540,35660,10580,5070,913901
23112,24770,50070,16180,5780,1461538
23113,12530,25950,8070,4260,1197758
23114,9390,19600,6470,2570,613477
23115,190,350,110,60,7470
23116,14890,30970,10140,3870,1011392
23117,4570,8600,2220,1510,196229
23119,140,250,50,70,4543
23120,4770,11760,4680,870,442848
23123,770,1460,440,230,23265
23124,1960,4050,1160,580,105241
23126,230,440,140,60,7229
23128,560,1030,230,200,19544
23129,220,440,110,80,15331
23138,440,830,170,190,15279
23139,12290,24750,7380,3350,667594
23140,2860,5570,1530,870,145637
23141,4060,7810,2150,1010,424191
23146,1570,3030,840,530,94283
23148,790,1430,430,200,26731
23149,1280,2400,700,390,42081
23150,6330,11560,3420,1680,243332
23153,740,1550,470,190,47114
23156,800,1480,410,230,28470
23168,3810,7840,2550,940,211625
23169,580,990,240,230,15475
23175,970,1730,400,450,35098
23176,290,560,150,100,9490
23177,320,570,160,100,11684
23180,140,300,100,40,4408
23181,2710,5330,1720,700,114338
23185,21610,40570,11180,7610,1100162
23187,430,620,100,190,11889
23188,21600,41500,11050,8030,998911
23192,3370,6560,1910,920,191615
23219,2330,2770,340,190,111248
23220,14560,18640,3400,1810,665207
23221,8290,12160,2150,1550,575154
23222,11820,20250,7270,2280,310296
23223,24130,40770,14140,3950,785951
23224,16310,30390,12760,2090,411551
23225,19450,32910,9920,3980,766421
23226,8480,15210,3980,2260,742475
23227,12640,21190,5790,3860,472369
23228,17980,30580,9010,3740,622619
23229,16150,31990,10210,4700,1118239
23230,4060,6150,1370,810,180686
23231,17990,32330,10540,3860,684042
23233,14870,29890,9430,3720,1132874
23234,20340,39610,15540,3910,623169
23235,16580,30360,8530,5250,790676
23236,13700,25940,7450,4010,638130
23237,10830,21200,7510,2250,393429
23238,12810,23590,6560,4270,858820
23294,8810,15710,4550,1550,349587
23301,840,1600,560,230,23551
23303,430,770,220,150,14462
23306,520,990,300,180,16811
23307,230,450,180,50,5506
23308,690,1340,450,190,19749
23310,1580,2830,790,560,56707
23314,4160,8580,2690,1010,242962
23315,710,1370,390,200,29981
23316,600,1160,440,160,14423
23320,28430,52740,15850,6060,1328275
23321,16700,34030,11610,4070,807903
23322,28510,60600,20150,6880,1762689
23323,17740,37710,13720,3310,827706
23324,10420,20780,8560,1730,288981
23325,8480,15730,4920,2000,296049
23336,1630,2780,560,690,48570
23337,190,370,100,60,6817
23347,530,1040,350,190,15985
23350,1390,2610,870,410,36155
23354,230,410,130,90,9017
23356,680,1290,270,290,24522
23357,320,780,390,60,8040
23359,220,410,160,50,6771
23395,350,620,200,100,8086
23398,120,220,50,60,2636
23401,150,310,110,40,3245
23405,450,810,170,200,12867
23407,350,850,450,50,9324
23410,920,1750,570,270,28461
23413,470,850,280,140,12578
23414,170,350,140,40,4354
23415,720,1350,460,150,23806
23416,260,490,180,60,6843
23417,1720,2990,750,710,52710
23418,700,1380,480,190,21307
23420,920,1810,680,200,25885
23421,1820,3630,1380,420,52320
23422,230,440,130,70,6547
23423,140,280,70,50,3941
23430,8230,16300,4860,2400,426503
23432,730,1380,370,230,36172
23433,620,1260,260,300,38063
23434,21760,43600,15450,4650,881381
23435,13650,28470,9670,2840,805171
23436,450,920,240,160,32824
23437,1980,3890,1140,560,84129
23438,820,1660,490,230,34473
23440,170,360,90,70,4823
23441,330,800,440,50,7229
23442,480,850,270,110,14464
23451,22250,37730,9500,5990,1261337
23452,28450,52610,15710,6280,1256683
23453,16440,32910,11570,2530,671866
23454,28350,53190,16080,6330,1439479
23455,23700,43640,11990,6270,1170722
23456,26530,55420,18250,5890,1569567
23457,2230,4320,1260,630,119276
23459,360,450,50,0,8662
23460,560,610,40,0,11478
23461,150,170,30,0,3249
23462,31210,55870,17450,5550,1142327
23464,35570,68800,21260,8210,1547774
23480,200,360,80,80,5811
23487,2900,5720,1780,750,120541
23502,9770,17500,5500,2100,302817
23503,13850,25140,7690,2520,479366
23504,8560,16270,6980,1180,214938
23505,12060,22360,7180,2190,467275
23507,3010,4830,990,720,192333
23508,6550,11750,3630,1210,326640
23509,6170,11340,3710,1270,234779
23510,3570,5390,1200,730,166737
23511,1450,2190,520,0,42531
23513,13800,25390,8980,2400,396004
23517,2560,3720,760,460,116198
23518,14370,26530,7900,3290,556897
23523,3090,6070,2790,450,66037
23601,12220,22330,6870,2640,476626
23602,19850,36290,11090,4350,774712
23603,1650,3260,1090,240,64028
23604,1500,3540,1430,30,49915
23605,6650,11650,3960,1090,191425
23606,13130,23310,6880,3150,562812
23607,9110,16810,6870,1540,210182
23608,20450,38720,13540,3590,695868
23651,280,430,70,140,11847
23661,6270,11370,3690,1600,202881
23662,5900,11860,3470,1790,326467
23663,6050,11210,3960,1330,175647
23664,4750,8680,2390,1330,208519
23665,1980,5400,2340,30,86472
23666,25300,45040,13540,5490,916175
23669,18030,33410,10680,4430,656834
23690,1550,3150,1130,310,61317
23691,120,210,60,0,3327
23692,9430,18540,5340,3090,479749
23693,10900,22730,7310,2670,683095
23696,1830,3620,1030,570,101378
23701,11480,20600,6450,3060,359785
23702,4940,9680,3780,720,140562
23703,12690,23780,7660,3040,500466
23704,7770,14220,5320,1380,221185
23707,6490,12210,4360,1300,211151
23708,170,200,0,0,4075
23801,2020,5420,2460,40,84371
23803,17760,32180,11370,3650,527938
23805,9690,16920,5160,2630,318739
23821,670,1270,430,190,20160
23824,3040,6020,2170,830,96854
23827,590,1170,420,150,17458
23828,180,370,140,50,6118
23829,560,1050,330,170,19593
23830,750,1500,440,210,36196
23831,17290,33830,11260,4080,777177
23832,17570,35350,11820,3930,909554
23833,970,1910,550,290,42544
23834,12600,23570,7460,3410,457163
23836,6380,12910,4310,1330,362870
23837,1880,3580,1110,530,69946
23838,7920,16170,4730,2260,542923
23839,410,780,240,120,14837
23840,800,1530,470,210,30598
23841,1710,3210,970,490,61341
23842,3280,6540,1940,900,156010
23843,260,490,150,90,8327
23844,260,480,160,70,8779
23845,220,370,100,80,6868
23846,380,730,220,90,15130
23847,5520,10550,3920,1370,162448
23850,510,940,260,140,16949
23851,5980,11510,3880,1610,190838
23856,470,930,360,140,14782
23857,310,550,120,140,10350
23860,12700,24030,8310,3000,401602
23866,980,1970,590,290,40507
23867,1020,1950,710,260,32061
23868,2060,3960,1470,540,58708
23872,1040,2020,670,270,36855
23874,460,890,260,160,15573
23875,5680,11020,3640,1420,218193
23876,190,360,110,60,6638
23878,570,1120,330,130,22696
23879,330,600,170,100,10909
23881,780,1420,390,220,30343
23882,1060,1910,550,300,33136
23883,1210,2150,590,330,46714
23885,1350,2640,730,400,57947
23887,200,360,100,100,7164
23888,1050,1940,590,270,35776
23889,260,500,170,80,7963
23890,1780,3370,1140,450,55732
23893,200,390,130,40,5769
23894,280,610,200,70,10947
23897,240,430,110,90,7358
23898,1020,1990,550,320,43528
23899,140,260,50,50,4482
23901,5690,10290,3070,1600,181648
23915,360,780,290,80,11686
23917,1200,2240,620,420,38611
23919,1100,2010,440,500,34708
23920,1340,2620,900,320,40387
23921,850,1660,490,290,27371
23922,900,1720,530,280,29065
23923,950,1980,670,290,27286
23924,2380,4570,1500,720,64076
23927,1900,3510,820,850,66111
23930,2340,4710,1600,690,71813
23934,270,600,210,70,8273
23936,2510,4930,1660,650,82311
23937,700,1370,440,190,20059
23938,260,480,180,80,6883
23942,480,940,310,130,14025
23944,1730,3500,1310,500,52569
23947,1780,3570,1200,560,54504
23950,1500,3010,1140,370,39901
23952,100,190,50,40,3364
23954,840,1710,610,220,24023
23958,1300,2560,810,370,40209
23959,470,930,290,150,15192
23960,800,1550,520,210,22954
23962,250,520,170,60,8490
23963,210,430,150,40,7261
23964,480,900,260,140,14017
23966,990,1970,650,280,32945
23967,410,800,270,120,11386
23968,390,700,220,110,11155
23970,3580,6780,2270,990,116606
23974,1590,3090,970,480,44589
24011,430,520,40,60,22306
24012,13540,25500,8580,3080,446899
24013,2900,5650,2200,430,68149
24014,7990,14400,3790,2470,392724
24015,7770,13260,3400,1850,325645
24016,3930,6300,2000,480,110213
24017,10320,18900,7000,2230,248586
24018,19130,36450,10290,6520,1065377
24019,13490,25600,7390,4050,554949
24053,900,1850,560,230,27507
24054,2620,5430,1980,590,79139
24055,4840,9450,2980,1200,137759
24058,160,310,100,40,5789
24059,440,870,240,150,20722
24060,15180,25700,6660,3470,751868
24064,2340,4620,1240,710,105428
24065,2860,5560,1500,900,114498
24066,2210,4240,1140,670,88334
24067,960,1990,620,260,34559
24069,790,1600,550,200,24394
24070,700,1300,300,240,28786
24072,570,1160,350,140,20384
24073,13930,26170,7510,3070,579980
24076,370,780,230,120,11768
24077,530,950,240,160,22205
24078,3060,6020,2080,790,94225
24079,740,1460,420,230,24607
24082,190,390,110,50,6466
24083,1880,3630,910,760,104242
24084,4730,8860,2350,1430,171365
24085,910,1810,510,290,33845
24086,100,200,40,40,3255
24087,1580,3100,950,370,55296
24088,1600,3120,880,460,48831
24089,1110,2080,640,270,30362
24090,2090,4050,1050,710,100689
24091,3350,6540,1800,1060,110780
24092,1270,2540,770,330,42894
24095,2020,3800,990,570,79106
24101,2910,5710,1430,1020,116546
24102,620,1210,360,170,17977
24104,1600,3060,680,700,60956
24105,190,410,150,50,5412
24112,12830,24150,7750,3550,388788
24120,770,1490,390,290,20967
24121,4980,9440,2060,2140,202213
24122,760,1480,380,230,27208
24124,1820,3600,1060,470,60801
24127,1790,3510,960,520,60217
24128,830,1630,390,290,33106
24132,190,350,100,50,5449
24133,1030,2020,580,280,31487
24134,2490,4880,1450,720,87483
24136,1480,2850,800,430,52817
24137,1060,2080,530,430,37396
24138,690,1330,350,210,24243
24139,260,490,130,80,7187
24141,7850,13470,3530,1890,293478
24147,390,760,240,120,12468
24148,3280,6420,1950,960,105037
24149,1580,3240,900,450,72532
24150,290,520,130,80,8869
24151,8350,16330,5210,2130,278967
24153,17160,32640,9200,5380,730585
24161,140,290,80,50,4393
24162,920,1810,540,250,34443
24165,720,1470,450,190,23652
24167,140,280,90,40,4651
