,population_density,median_household_income,Male,Female,White,Black Or African American,American Indian Or Alaskan Native,Asian,Native Hawaiian & Other Pacific Islander,Other Race,"< $25,000","$25,000-$44,999","$45,000-$59,999","$60,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000+",Less Than High School Diploma,High School Graduate,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Enrolled In Public School,Enrolled In Private School,Not Enrolled In School,April,August,December,February,January,July,June,March,May,November,October,September,day1,day10,day11,day12,day13,day14,day15,day16,day17,day18,day19,day2,day20,day21,day22,day23,day24,day25,day26,day27,day28,day29,day3,day30,day31,day4,day5,day6,day7,day8,day9,year,population
3645,8604,22401,27221,18834,21138,6233,509,1599,229,14441,7490,3310,1179,1725,344,93,48,11633,13125,1179,1496,249,128,82,7741,34,1496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,31930
3646,2618,26558,6236,4850,7416,2082,70,175,2,855,2089,1223,418,578,95,35,28,1663,3632,508,936,197,88,58,1355,214,442,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,6850
3647,1260,86042,13839,14466,25742,189,94,1100,44,278,1123,1546,1082,2632,2105,1409,1118,269,7404,1569,6708,2559,861,559,5106,704,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,11460
3648,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,5850
3650,2837,39083,12848,16473,13222,14265,116,688,18,314,4238,3036,1731,2255,958,104,122,931,6081,1737,4077,1885,468,464,2624,324,442,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,20160
3651,4445,24532,7094,6248,10969,545,583,223,49,191,3246,1331,609,865,254,9,99,1157,5064,790,1193,708,158,71,1006,84,83,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2014,3160
3652,105,33685,10139,11393,20066,403,65,432,13,152,3310,1636,887,1192,674,318,124,1386,5656,683,1749,884,340,490,2642,191,239,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,9990
3653,48,39967,17926,14591,25084,3696,811,134,8,2209,3432,3166,1343,2618,1021,158,208,5230,14880,1202,1631,704,158,151,4484,335,809,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,3540
3654,557,67132,20549,20566,28725,2794,479,1188,76,6013,1694,2377,2215,4207,2486,921,276,2605,14801,2887,4789,1401,224,155,9892,548,1419,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,15440
3655,6407,35282,22498,22809,34559,1005,536,209,19,7630,5420,4269,2093,2549,750,79,232,8684,14326,1472,2227,1211,312,150,6617,627,999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014,1820
3658,5267,23554,4858,4592,2103,6658,48,32,5,393,1667,563,366,276,174,68,80,1420,2680,181,1005,330,48,63,1187,142,309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,10350
3659,372,47900,14779,15545,26779,1859,77,390,55,423,3045,3023,1818,3086,1327,315,298,1457,10919,2217,3641,1098,395,136,3667,850,391,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,24990
3660,13158,27465,7846,9126,5794,8982,53,1525,11,143,4218,1491,1020,1428,559,175,101,2050,3468,501,2363,1223,923,493,1598,96,232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014,37330
3662,2317,17430,1104,897,1193,354,38,4,0,256,474,161,70,12,10,0,0,314,488,17,75,39,0,0,131,32,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,3650
3663,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2014,17470
3664,4719,49938,2218,474,1582,839,151,14,1,35,6,27,31,20,24,0,7,522,730,32,61,26,15,0,115,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,33340
3665,2813,16806,3259,2831,2511,3032,19,31,0,211,1470,453,144,210,40,38,18,890,1954,191,334,371,28,57,919,88,220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,11450
3666,883,20884,10386,10449,9915,8615,61,242,17,1567,4201,1575,682,664,317,64,50,2654,5834,421,1107,753,87,134,2811,95,416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,21500
3667,42,55795,2075,2177,4175,11,14,9,1,3,318,335,248,433,224,35,70,331,2068,201,381,136,0,22,676,94,120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,16880
3668,3083,27677,6248,5482,4922,6268,67,127,19,91,1859,1139,307,518,189,78,130,1831,4373,529,898,376,180,86,1398,203,161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,33020
3669,2466,32068,5716,4834,5510,4536,27,65,11,232,1929,805,415,485,455,166,296,1975,3308,448,1274,703,302,124,838,145,169,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2730
3670,2618,26558,6236,4850,7416,2082,70,175,2,855,2089,1223,418,578,95,35,28,1663,3632,508,936,197,88,58,1355,214,442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,26660
3671,3362,50068,12063,13064,15512,7667,136,447,32,391,2223,2467,1430,2651,1130,303,157,1486,9724,1610,2584,1184,208,144,3680,600,382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,3450
3672,4191,20457,1840,1815,1315,1956,18,236,0,58,976,156,111,169,168,66,73,444,812,48,399,229,149,134,514,19,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,10990
3673,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,26410
3674,296,49988,25815,19375,38780,4713,185,326,10,241,3375,3554,1808,3289,1952,770,333,3373,19278,2594,4245,1367,366,86,5763,1135,814,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,11560
3675,4525,42337,11736,13143,13454,9466,91,415,22,854,3200,2826,1405,2061,837,298,425,2424,8222,1156,3623,1246,654,292,2284,506,270,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,34200
3676,2317,17430,1104,897,1193,354,38,4,0,256,474,161,70,12,10,0,0,314,488,17,75,39,0,0,131,32,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,44770
3678,1883,96695,35600,36664,56644,5350,371,4239,54,3779,1835,2938,2050,5619,5432,3099,3207,2590,19756,2645,14503,4607,890,568,15934,1726,2740,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,11300
3679,464,54458,8094,8587,8613,5229,123,305,11,1564,1268,1006,667,1569,507,331,117,1293,6150,994,1472,436,47,52,3647,200,355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,14560
3680,437,66450,7342,7425,14272,62,77,74,9,50,697,1198,609,1447,916,357,141,596,5531,1056,1595,903,167,149,2900,413,221,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,16510
3681,5681,19000,3295,2639,1786,3540,23,291,4,111,593,127,94,207,42,0,35,584,963,66,440,162,0,27,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9300
3682,4191,20457,1840,1815,1315,1956,18,236,0,58,976,156,111,169,168,66,73,444,812,48,399,229,149,134,514,19,71,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,17880
3683,2117,35186,10597,12050,14693,6457,147,442,4,251,3508,2260,1253,1694,401,198,170,2986,9066,1482,1588,686,270,78,3393,385,419,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,35680
3684,401,37708,16973,18786,24328,9808,162,205,17,589,4662,3642,1713,2662,1057,163,175,4258,14722,1868,2485,945,192,113,5627,894,898,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,26400
3686,3437,34017,2570,2413,3432,311,174,75,5,723,1036,539,297,385,119,82,45,609,1304,220,791,396,84,88,634,63,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2018,6850
3687,4719,49938,2218,474,1582,839,151,14,1,35,6,27,31,20,24,0,7,522,730,32,61,26,15,0,115,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,30730
3688,4525,42337,11736,13143,13454,9466,91,415,22,854,3200,2826,1405,2061,837,298,425,2424,8222,1156,3623,1246,654,292,2284,506,270,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,450
3689,8320,64093,13839,2954,8704,6649,36,310,4,907,651,367,410,634,444,212,317,2413,3778,446,1389,651,197,206,165,2,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,48050
3690,1941,14504,4520,4118,3418,4847,33,47,3,93,2200,510,177,300,91,48,10,1570,2513,194,535,191,66,27,1144,145,236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,36820
3693,4191,20457,1840,1815,1315,1956,18,236,0,58,976,156,111,169,168,66,73,444,812,48,399,229,149,134,514,19,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,3710
3694,4191,20457,1840,1815,1315,1956,18,236,0,58,976,156,111,169,168,66,73,444,812,48,399,229,149,134,514,19,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,31110
3695,1398,25465,7695,9470,3037,13178,153,111,8,181,3287,1491,610,842,275,57,117,2034,5708,916,1325,457,80,75,2436,245,322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,11340
3697,4719,49938,2218,474,1582,839,151,14,1,35,6,27,31,20,24,0,7,522,730,32,61,26,15,0,115,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,9990
3698,6407,35282,22498,22809,34559,1005,536,209,19,7630,5420,4269,2093,2549,750,79,232,8684,14326,1472,2227,1211,312,150,6617,627,999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,30380
3699,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,10560
3703,479,42140,1534,1576,2995,22,4,7,1,50,387,417,177,413,101,5,11,413,1757,190,154,98,2,7,602,125,126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8210
3704,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4360
3705,222,29156,17426,19187,16515,18996,55,76,13,413,5947,3298,1261,2144,376,129,65,4697,13706,1176,2310,891,164,151,5921,370,764,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,5670
3706,139,56075,1784,1814,3417,25,6,38,0,67,203,463,254,344,288,55,62,114,1728,209,449,94,19,0,430,28,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,12100
3707,561,59059,10966,12441,15751,6083,79,584,14,426,1454,1804,1455,2274,1317,508,322,940,5855,2123,3905,1658,514,423,4048,526,704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,23900
3708,786,72254,7518,7584,10846,3180,47,373,14,257,679,950,552,1755,1062,415,238,541,5269,1408,1622,1111,341,51,2738,290,317,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,10560
3709,561,39607,19266,21276,13345,25423,116,216,10,740,4744,3288,1933,3039,1173,231,191,6819,15471,1346,2202,937,98,122,6322,270,1089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,10560
3710,6407,35282,22498,22809,34559,1005,536,209,19,7630,5420,4269,2093,2549,750,79,232,8684,14326,1472,2227,1211,312,150,6617,627,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,5350
3711,2502,22226,3155,2236,4003,632,71,12,1,556,1101,393,102,126,144,0,33,1124,1907,105,349,185,34,42,346,24,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017,16720
3712,286,31323,14419,15072,23350,4023,212,218,9,810,4964,2430,1120,1660,1008,246,238,3205,11005,1609,2746,892,558,155,4781,466,527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,10230
3713,14760,38160,17633,18935,11201,11826,315,742,52,10919,3910,3069,1598,2647,598,253,94,7691,11070,1429,2345,652,116,56,6596,775,545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,31710
3714,48,55298,13836,13564,24823,375,331,218,16,826,2082,2330,1610,2996,1406,287,414,1543,10722,1871,2502,994,330,87,4576,422,363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,45890
3715,76,31029,3318,3386,5256,545,30,11,34,759,995,784,350,367,126,38,4,969,2379,535,359,140,0,24,976,0,236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,11460
3717,5061,36390,5844,3525,5931,1024,252,114,22,1696,1546,603,282,609,538,176,149,1566,2560,345,1282,451,333,143,965,219,163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,800
3718,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,33020
3719,13158,27465,7846,9126,5794,8982,53,1525,11,143,4218,1491,1020,1428,559,175,101,2050,3468,501,2363,1223,923,493,1598,96,232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,9300
3720,1941,14504,4520,4118,3418,4847,33,47,3,93,2200,510,177,300,91,48,10,1570,2513,194,535,191,66,27,1144,145,236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,9420
3722,13158,27465,7846,9126,5794,8982,53,1525,11,143,4218,1491,1020,1428,559,175,101,2050,3468,501,2363,1223,923,493,1598,96,232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,4360
3723,246,55179,316,220,201,323,3,4,0,1,30,62,43,72,15,9,0,30,156,19,90,48,24,0,7,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11450
3724,44,47262,8438,7428,8139,186,384,244,10,6185,788,974,556,674,571,115,112,4265,3219,397,442,150,53,0,4101,201,655,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,26220
3725,231,65586,9435,9992,18613,203,43,228,6,68,1342,1514,984,2438,1441,359,164,1206,6776,1463,2969,1074,222,181,3070,337,445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,11930
3727,5542,26391,15891,15071,19392,7114,198,137,36,2815,5699,3144,1209,1382,518,98,10,6403,9830,1056,1957,618,140,40,4785,862,1040,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,18310
3728,15007,43767,30471,32922,26651,18612,699,2305,32,12116,6554,4593,1981,4142,2676,1104,808,9877,17393,3316,5279,2809,719,235,10296,937,1285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2060
3729,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6230
3730,3678,48234,10789,10181,11604,2028,278,932,99,4931,1680,1511,959,1453,666,158,128,2700,7297,1030,1395,589,227,164,4353,204,412,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,960
3731,435,112815,13447,13722,21658,1988,82,1599,15,867,541,838,847,2056,2066,1633,1886,878,6121,1394,6421,2977,515,299,6167,854,543,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,64340
3732,5061,36390,5844,3525,5931,1024,252,114,22,1696,1546,603,282,609,538,176,149,1566,2560,345,1282,451,333,143,965,219,163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,27620
3734,30,55909,529,549,1030,3,21,1,0,4,58,85,67,126,41,2,11,61,383,66,110,23,5,0,302,28,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,890
3735,1398,25465,7695,9470,3037,13178,153,111,8,181,3287,1491,610,842,275,57,117,2034,5708,916,1325,457,80,75,2436,245,322,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2017,5660
3736,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,9990
3737,260,29717,11028,12564,15721,5723,365,160,5,815,3867,2499,990,1525,422,67,54,3208,8772,862,1201,590,92,35,3910,104,421,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,11450
3738,3810,52761,8951,9881,15441,1080,107,531,6,1084,1848,2126,1476,2600,768,136,138,1021,5944,1098,3751,1630,215,99,2040,252,359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,21210
3740,96,38735,2832,2825,5434,132,13,13,0,25,610,603,349,416,110,63,33,504,2055,525,475,148,40,7,798,46,132,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8400
3741,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,13580
3742,2464,19231,2078,1703,1466,1872,6,280,1,49,885,159,132,120,54,31,45,367,639,40,368,180,114,25,342,7,122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4610
3743,2955,29441,7265,7754,10089,4264,63,115,11,102,2940,1329,726,924,472,189,61,1394,4062,650,2532,1094,274,108,1556,333,285,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1350
3744,1481,24350,9372,9529,7369,9735,81,200,7,1102,4112,1679,823,833,346,121,139,2265,5968,535,2047,676,264,174,1841,135,457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1140
3745,28793,95556,5381,5729,7568,757,29,2255,5,180,984,596,611,1144,1562,659,812,106,1220,289,3199,1852,841,425,17,221,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,5240
3746,519,30103,10351,11242,10774,8331,99,92,4,1400,3496,1835,843,1203,459,58,62,3235,8243,738,973,357,91,19,4771,328,720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,2020
